128	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0
5	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1
4	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0
95	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1
73	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0
26	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0
48	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0
104	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0
102	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0
2	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0
41	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0
119	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1
75	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0
47	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0
93	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1
46	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0
132	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1
108	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1
18	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0
62	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0
120	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1
35	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1
27	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0
98	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0
109	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0
31	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0
112	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1
34	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0
63	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0
65	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0
117	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0
56	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0
59	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1
76	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0
1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1
28	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1
22	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0
29	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0
111	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0
97	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1
49	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0
51	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1
87	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0
58	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0
32	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0
72	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0
55	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0
103	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1
7	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1
99	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0
15	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1
126	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1
45	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1
101	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0
100	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0
24	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0
124	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0
13	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0
14	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0
38	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0
71	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0
43	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0
131	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1
17	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1
12	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0
44	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0
40	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1
90	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0
21	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0
9	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1
