50,2000,16000,24,6,16,54,88
50,2000,16000,24,6,16,65,88
150,512,4000,0,8,128,30,33
115,2000,8000,16,1,3,50,46
115,2000,4000,2,1,5,40,29
92,2000,8000,32,1,6,62,53
92,2000,8000,32,1,6,60,53
92,2000,8000,4,1,6,50,41
75,4000,16000,16,1,6,66,86
60,4000,16000,32,1,6,86,95
60,2000,16000,64,5,8,74,107
60,4000,16000,64,5,8,93,117
50,4000,16000,64,5,10,111,119
72,4000,16000,64,8,16,143,120
72,2000,8000,16,6,8,105,48
40,8000,16000,32,8,16,214,126
40,8000,32000,64,8,24,277,266
35,8000,32000,64,8,24,370,270
38,16000,32000,128,16,32,510,426
48,4000,24000,32,8,24,214,151
38,8000,32000,64,8,24,326,267
30,16000,32000,256,16,24,510,603
112,1000,1000,0,1,4,8,19
84,1000,2000,0,1,6,12,21
56,1000,4000,0,1,6,17,26
56,2000,6000,0,1,8,21,35
56,2000,8000,0,1,8,24,41
56,4000,8000,0,1,8,34,47
56,4000,12000,0,1,8,42,62
56,4000,16000,0,1,8,46,78
38,4000,8000,32,16,32,51,80
38,4000,8000,32,16,32,116,80
38,8000,16000,64,4,8,100,142
38,8000,24000,160,4,8,140,281
38,4000,16000,128,16,32,212,190
200,1000,2000,0,1,2,25,21
200,1000,4000,0,1,4,30,25
200,2000,8000,64,1,5,41,67
250,512,4000,0,1,7,25,24
250,512,4000,0,4,7,50,24
250,1000,16000,1,1,8,50,64
160,512,4000,2,1,5,30,25
160,512,2000,2,3,8,32,20
160,1000,4000,8,1,14,38,29
160,1000,8000,16,1,14,60,43
160,2000,8000,32,1,13,109,53
240,512,1000,8,1,3,6,19
240,512,2000,8,1,5,11,22
105,2000,4000,8,3,8,22,31
105,2000,6000,16,6,16,33,41
105,2000,8000,16,4,14,58,47
52,4000,16000,32,4,12,130,99
70,4000,12000,8,6,8,75,67
59,4000,12000,32,6,12,113,81
59,8000,16000,64,12,24,188,149
26,8000,24000,32,8,16,173,183
26,8000,32000,64,12,16,248,275
26,8000,32000,128,24,32,405,382
116,2000,8000,32,5,28,70,56
50,2000,32000,24,6,26,114,182
50,2000,32000,48,26,52,208,227
50,2000,32000,112,52,104,307,341
50,4000,32000,112,52,104,397,360
30,8000,64000,96,12,176,915,919
30,8000,64000,128,12,176,1150,978
180,262,4000,0,1,3,12,24
180,512,4000,0,1,3,14,24
180,262,4000,0,1,3,18,24
180,512,4000,0,1,3,21,24
124,1000,8000,0,1,8,42,37
98,1000,8000,32,2,8,46,50
125,2000,8000,0,2,14,52,41
480,512,8000,32,0,0,67,47
480,1000,4000,0,0,0,45,25
